EL1 in a plain VM (no EL2)	APCTL_EL1	S3_4_C15_C0_4	read	trap-to-vmm	TRAP->VMM      ESR=0x62393c01 EC=0x18 MSR/MRS/SYS trap S3_4_C15_C0_4 read -> x0
EL1 in a plain VM (no EL2)	APCTL_EL1	S3_4_C15_C0_4	write(same)	trap-to-vmm	TRAP->VMM      ESR=0x62393c20 EC=0x18 MSR/MRS/SYS trap S3_4_C15_C0_4 write <- x1
EL1 in a plain VM (no EL2)	APCTL_EL1	S3_4_C15_C0_4	read-back	trap-to-vmm	TRAP->VMM      ESR=0x62393c41 EC=0x18 MSR/MRS/SYS trap S3_4_C15_C0_4 read -> x2
EL1 in a plain VM (no EL2)	APCTL_EL1	S3_4_C15_C0_4	write(restore)	trap-to-vmm	TRAP->VMM      ESR=0x62393c00 EC=0x18 MSR/MRS/SYS trap S3_4_C15_C0_4 write <- x0
EL1 in a plain VM (no EL2)	APSTS_EL1	S3_6_C15_C12_4	read	trap-to-vmm	TRAP->VMM      ESR=0x6239bc19 EC=0x18 MSR/MRS/SYS trap S3_6_C15_C12_4 read -> x0
EL1 in a plain VM (no EL2)	KERNKEYLO_EL1	S3_4_C15_C1_0	read	trap-to-vmm	TRAP->VMM      ESR=0x62313c03 EC=0x18 MSR/MRS/SYS trap S3_4_C15_C1_0 read -> x0
EL1 in a plain VM (no EL2)	KERNKEYLO_EL1	S3_4_C15_C1_0	write(same)	trap-to-vmm	TRAP->VMM      ESR=0x62313c22 EC=0x18 MSR/MRS/SYS trap S3_4_C15_C1_0 write <- x1
EL1 in a plain VM (no EL2)	KERNKEYLO_EL1	S3_4_C15_C1_0	read-back	trap-to-vmm	TRAP->VMM      ESR=0x62313c43 EC=0x18 MSR/MRS/SYS trap S3_4_C15_C1_0 read -> x2
EL1 in a plain VM (no EL2)	KERNKEYLO_EL1	S3_4_C15_C1_0	write(restore)	trap-to-vmm	TRAP->VMM      ESR=0x62313c02 EC=0x18 MSR/MRS/SYS trap S3_4_C15_C1_0 write <- x0
EL1 in a plain VM (no EL2)	AMXIDR_EL1	S3_6_C15_C2_7	read	trap-to-vmm	TRAP->VMM      ESR=0x623fbc05 EC=0x18 MSR/MRS/SYS trap S3_6_C15_C2_7 read -> x0
EL1 in a plain VM (no EL2)	AMX_CONFIG_EL1	S3_4_C15_C1_4	read	trap-to-vmm	TRAP->VMM      ESR=0x62393c03 EC=0x18 MSR/MRS/SYS trap S3_4_C15_C1_4 read -> x0
